date,or_size_pct,or_close_position,breakout_dir,breakout_minute,vol_ratio,mfe_pre_retest_pct,mins_to_retest,outcome_60min,outcome_120min,outcome_cierre,mins_resolution
2022-02-14,0.7548,0.636,up,19,0.8886,0.3212,7.0,neutro,continuacion,continuacion,83.0
2022-02-16,0.5854,0.015,down,15,1.001,0.3353,15.0,neutro,neutro,falla,261.0
2022-02-22,0.8934,0.9272,up,15,0.9403,0.7829,20.0,continuacion,continuacion,continuacion,24.0
2022-02-24,2.0085,0.7967,up,19,0.9361,0.2962,2.0,continuacion,continuacion,continuacion,2.0
2022-02-25,1.0197,0.0728,down,29,0.8451,0.2808,4.0,falla,falla,falla,28.0
2022-02-28,0.6021,0.2184,up,24,0.9301,0.3167,7.0,continuacion,continuacion,continuacion,37.0
2022-03-03,0.5692,0.0661,down,18,0.9516,0.2615,7.0,continuacion,continuacion,continuacion,11.0
2022-03-04,0.7588,0.0938,down,15,0.9703,0.4015,13.0,continuacion,continuacion,continuacion,13.0
2022-03-07,0.9849,0.1215,down,16,1.0321,0.2205,8.0,continuacion,continuacion,continuacion,4.0
2022-03-09,0.7095,0.265,down,22,0.9129,0.2095,3.0,falla,falla,falla,7.0
2022-03-10,0.6625,0.4722,up,27,0.927,0.248,24.0,falla,falla,falla,12.0
2022-03-14,0.4135,0.2918,up,22,1.1829,0.2738,5.0,falla,falla,falla,23.0
2022-03-15,0.4113,0.8654,up,15,0.9155,0.6964,70.0,neutro,neutro,continuacion,201.0
2022-03-16,0.5444,0.2075,down,71,0.8481,0.2316,63.0,continuacion,continuacion,continuacion,2.0
2022-03-17,0.4815,0.2581,down,17,1.1032,0.2595,2.0,continuacion,continuacion,continuacion,5.0
2022-03-18,0.6121,0.3605,up,31,1.0272,0.2623,14.0,continuacion,continuacion,continuacion,21.0
2022-03-21,0.4702,0.7239,up,17,1.0329,1.1112,108.0,falla,falla,falla,37.0
2022-03-22,0.3155,0.6432,up,18,1.0051,0.3507,54.0,falla,falla,falla,40.0
2022-03-28,0.3358,0.7033,up,16,0.9358,0.2575,15.0,falla,falla,falla,31.0
2022-03-29,0.4701,0.6101,up,18,0.9763,0.2066,14.0,continuacion,continuacion,continuacion,24.0
2022-03-30,0.2706,0.3307,down,23,0.8836,0.6325,109.0,neutro,continuacion,continuacion,106.0
2022-03-31,0.3011,0.8002,up,16,1.2307,0.2427,15.0,neutro,falla,falla,71.0
2022-04-01,0.5144,0.2638,down,20,0.937,0.3345,16.0,neutro,continuacion,continuacion,89.0
2022-04-05,0.3652,0.1201,down,21,0.9844,0.207,11.0,continuacion,continuacion,continuacion,3.0
2022-04-06,0.7572,0.0034,down,15,0.9852,0.2037,7.0,continuacion,continuacion,continuacion,3.0
2022-04-07,0.8841,0.4311,up,30,0.9995,0.2056,2.0,falla,falla,falla,38.0
2022-04-08,0.7801,0.0586,down,15,0.999,0.3459,18.0,falla,falla,falla,58.0
2022-04-12,0.6113,0.7092,up,17,1.0569,0.5437,32.0,falla,falla,falla,29.0
2022-04-13,0.7728,0.916,up,15,1.0039,0.2982,7.0,continuacion,continuacion,continuacion,23.0
2022-04-14,0.7989,0.0291,down,18,0.9737,0.2092,12.0,continuacion,continuacion,continuacion,5.0
2022-04-20,1.0262,0.0198,down,15,1.0281,0.6134,35.0,continuacion,continuacion,continuacion,58.0
2022-04-21,0.8407,0.8659,down,37,0.9815,0.3479,21.0,continuacion,continuacion,continuacion,19.0
2022-04-22,1.1818,0.1426,down,50,0.9407,0.2231,7.0,continuacion,continuacion,continuacion,2.0
2022-04-25,0.7828,0.0198,down,15,0.9566,0.2015,3.0,falla,falla,falla,37.0
2022-04-27,1.4766,0.9981,up,15,0.9959,0.4043,7.0,falla,falla,falla,22.0
2022-04-28,1.2362,0.0304,down,19,0.9507,0.322,17.0,continuacion,continuacion,continuacion,10.0
2022-04-29,1.1111,0.352,up,25,0.9293,0.442,7.0,falla,falla,falla,26.0
2022-05-02,1.4979,0.886,up,18,1.0009,0.3142,11.0,continuacion,continuacion,continuacion,27.0
2022-05-06,1.6636,0.1002,down,16,0.9846,0.3294,3.0,continuacion,continuacion,continuacion,3.0
2022-05-09,1.0639,0.6709,down,18,0.8902,0.4158,24.0,continuacion,continuacion,continuacion,12.0
2022-05-10,1.2314,0.0266,down,15,0.9007,0.4606,7.0,continuacion,continuacion,continuacion,49.0
2022-05-11,1.6348,0.9587,up,15,0.9848,1.0674,11.0,neutro,neutro,falla,180.0
2022-05-12,1.5367,0.6441,up,17,1.0481,0.2802,2.0,continuacion,continuacion,continuacion,20.0
2022-05-16,0.9792,0.4074,down,16,1.0368,0.2749,16.0,falla,falla,falla,20.0
2022-05-17,0.6328,0.771,down,18,0.9292,0.3623,29.0,continuacion,continuacion,continuacion,12.0
2022-05-18,0.7299,0.1868,down,20,0.9242,0.2136,41.0,continuacion,continuacion,continuacion,3.0
2022-05-19,0.9614,0.1334,down,15,0.9381,0.5843,9.0,falla,falla,falla,9.0
2022-05-20,0.8794,0.8477,down,37,0.9006,0.5803,21.0,continuacion,continuacion,continuacion,22.0
2022-05-23,0.9232,0.9064,up,15,0.8727,0.413,8.0,falla,falla,falla,8.0
2022-05-24,0.8943,0.0152,down,15,1.0533,0.3144,7.0,continuacion,continuacion,continuacion,4.0
2022-05-25,1.1521,0.824,up,15,1.0238,0.7138,63.0,neutro,neutro,continuacion,218.0
2022-05-27,0.8866,0.4629,up,24,0.8465,0.2622,14.0,continuacion,continuacion,continuacion,2.0
2022-05-31,1.3264,0.1183,down,31,0.9995,0.3243,13.0,neutro,falla,falla,97.0
2022-06-02,0.8079,0.967,up,15,0.8818,0.222,6.0,continuacion,continuacion,continuacion,10.0
2022-06-06,0.727,0.4044,down,18,0.9327,0.5044,118.0,continuacion,continuacion,continuacion,16.0
2022-06-07,0.9221,0.8961,up,15,0.9547,0.4318,12.0,continuacion,continuacion,continuacion,31.0
2022-06-08,0.7535,0.6034,up,18,0.8524,0.4709,13.0,neutro,neutro,falla,158.0
2022-06-09,0.7282,0.3066,up,21,0.9722,0.4489,14.0,continuacion,continuacion,continuacion,25.0
2022-06-10,0.9865,0.667,down,22,0.9045,0.2021,7.0,continuacion,continuacion,continuacion,1.0
2022-06-14,1.3063,0.0028,down,15,1.0166,0.2115,60.0,neutro,neutro,falla,157.0
2022-06-15,0.757,0.8863,up,16,0.9049,0.2354,24.0,neutro,neutro,continuacion,229.0
2022-06-16,0.7707,0.2274,down,24,0.8659,0.23,8.0,continuacion,continuacion,continuacion,2.0
2022-06-17,1.306,0.9012,up,20,0.9912,0.2142,7.0,falla,falla,falla,36.0
2022-06-22,0.7022,0.9482,up,15,0.9492,0.2395,5.0,continuacion,continuacion,continuacion,3.0
2022-06-24,1.0192,0.9928,up,15,0.8245,0.2028,10.0,continuacion,continuacion,continuacion,5.0
2022-06-27,1.3638,0.0799,down,15,0.8337,0.2225,4.0,neutro,neutro,continuacion,314.0
2022-06-28,1.0494,0.8469,down,36,0.823,0.2632,3.0,continuacion,continuacion,continuacion,12.0
2022-06-30,1.3065,0.0278,down,16,0.9171,0.7414,46.0,falla,falla,falla,54.0
2022-07-01,1.0271,0.5121,up,16,0.8819,0.3001,4.0,continuacion,continuacion,continuacion,2.0
2022-07-05,0.6219,0.2615,up,16,1.0922,0.2187,3.0,continuacion,continuacion,continuacion,22.0
2022-07-07,0.8805,0.9886,up,15,0.957,0.216,15.0,continuacion,continuacion,continuacion,17.0
2022-07-11,1.4225,0.1048,down,19,0.9152,0.2768,6.0,continuacion,continuacion,continuacion,6.0
2022-07-12,0.7971,0.3855,down,16,1.0128,0.2207,5.0,continuacion,continuacion,continuacion,1.0
2022-07-13,1.1931,0.6405,up,18,1.0033,0.3211,2.0,continuacion,continuacion,continuacion,9.0
2022-07-14,1.1579,0.0677,down,31,0.8713,0.3167,13.0,neutro,falla,falla,87.0
2022-07-15,0.5737,0.2474,down,15,1.0311,0.5143,14.0,falla,falla,falla,1.0
2022-07-18,0.5581,0.6457,up,16,0.9237,0.2264,11.0,neutro,neutro,falla,216.0
2022-07-21,0.8084,0.4633,up,24,0.8403,0.2239,7.0,falla,falla,falla,13.0
2022-07-22,0.6515,0.6281,up,19,1.1016,0.3578,3.0,falla,falla,falla,8.0
2022-07-25,0.7095,0.7231,down,36,0.9739,0.536,26.0,neutro,neutro,continuacion,266.0
2022-07-27,0.8039,0.9296,up,15,0.8792,0.2031,6.0,continuacion,continuacion,continuacion,14.0
2022-07-28,1.1071,0.0208,down,15,0.9903,0.2928,5.0,continuacion,continuacion,continuacion,3.0
2022-07-29,0.9522,0.8133,up,15,0.9262,0.374,30.0,continuacion,continuacion,continuacion,11.0
2022-08-01,0.8738,0.8828,up,19,0.8258,0.4631,11.0,continuacion,continuacion,continuacion,5.0
2022-08-02,0.6942,0.5622,up,15,0.99,0.4578,85.0,continuacion,continuacion,continuacion,52.0
2022-08-03,0.8014,0.8499,up,21,0.9127,0.2887,9.0,continuacion,continuacion,continuacion,3.0
2022-08-05,0.7271,0.6039,up,32,0.9777,0.747,49.0,falla,falla,falla,34.0
2022-08-08,1.097,0.9943,up,15,0.9286,0.2581,14.0,continuacion,continuacion,continuacion,3.0
2022-08-09,0.5678,0.5614,down,23,0.892,0.4887,40.0,neutro,continuacion,continuacion,114.0
2022-08-10,0.6595,0.5162,down,49,0.8659,0.2327,3.0,falla,falla,falla,39.0
2022-08-11,0.4187,0.4522,up,30,1.0453,0.4623,40.0,falla,falla,falla,25.0
2022-08-12,0.5417,0.9432,up,15,1.0368,0.2292,38.0,continuacion,continuacion,continuacion,40.0
2022-08-15,0.5194,0.2805,up,24,0.9798,0.2081,6.0,neutro,continuacion,continuacion,104.0
2022-08-16,0.3713,0.1301,down,18,0.7529,0.2959,23.0,continuacion,continuacion,continuacion,6.0
2022-08-17,0.5971,0.1995,down,44,0.8533,0.3625,29.0,continuacion,continuacion,continuacion,11.0
2022-08-18,0.4558,0.9859,up,15,1.0031,0.2709,72.0,continuacion,continuacion,continuacion,17.0
2022-08-24,0.4124,0.8064,up,21,0.9791,0.3786,50.0,continuacion,continuacion,continuacion,33.0
2022-08-26,0.3352,0.4491,down,16,1.0825,0.2344,7.0,continuacion,continuacion,continuacion,8.0
2022-08-30,0.6862,0.0388,down,15,0.9708,0.2364,12.0,continuacion,continuacion,continuacion,2.0
2022-09-01,0.6928,0.6585,down,32,1.0972,0.362,20.0,continuacion,continuacion,continuacion,17.0
2022-09-06,0.7405,0.1656,down,16,0.9289,1.3109,65.0,neutro,neutro,neutro,
2022-09-07,0.7499,0.7495,up,18,0.9566,0.2267,87.0,continuacion,continuacion,continuacion,37.0
2022-09-08,0.8562,0.9174,up,15,0.9326,0.403,15.0,continuacion,continuacion,continuacion,19.0
2022-09-12,0.4574,0.7298,up,18,0.9371,0.4424,70.0,neutro,falla,falla,72.0
2022-09-13,0.8256,0.1975,down,26,0.9775,0.3494,18.0,continuacion,continuacion,continuacion,18.0
2022-09-14,0.7031,0.9951,up,15,1.0446,0.2439,2.0,falla,falla,falla,43.0
2022-09-19,0.7587,0.9124,up,15,0.9675,0.2189,10.0,continuacion,continuacion,continuacion,18.0
2022-09-20,0.4973,0.2103,up,80,0.969,0.3319,52.0,continuacion,continuacion,continuacion,10.0
2022-09-22,0.8415,0.1741,down,21,0.9472,0.6273,115.0,neutro,neutro,falla,241.0
2022-09-23,0.7437,0.2784,down,15,1.1956,0.4058,29.0,neutro,continuacion,continuacion,92.0
2022-09-26,1.1297,0.7288,up,20,1.0927,0.5151,20.0,continuacion,continuacion,continuacion,6.0
2022-09-27,0.9186,0.7408,down,30,1.2714,0.4867,18.0,neutro,continuacion,continuacion,65.0
2022-09-28,0.6815,0.9565,up,19,0.9682,0.2511,12.0,continuacion,continuacion,continuacion,23.0
2022-09-30,0.9078,0.5834,up,23,0.9647,0.2676,34.0,continuacion,continuacion,continuacion,4.0
2022-10-04,0.5269,0.7619,up,16,0.8816,0.2464,7.0,continuacion,continuacion,continuacion,4.0
2022-10-05,0.6374,0.0508,down,30,1.1296,0.8243,100.0,falla,falla,falla,38.0
2022-10-06,1.1502,0.8511,down,31,1.0187,0.4663,17.0,continuacion,continuacion,continuacion,10.0
2022-10-07,0.7327,0.1104,down,15,0.8273,0.2413,8.0,continuacion,continuacion,continuacion,2.0
2022-10-10,0.9283,0.2214,down,22,0.8523,0.2246,9.0,continuacion,continuacion,continuacion,3.0
2022-10-11,0.7791,0.2345,down,17,0.9618,0.6568,46.0,neutro,falla,falla,63.0
2022-10-14,0.9697,0.0,down,15,0.8866,0.4611,5.0,continuacion,continuacion,continuacion,1.0
2022-10-18,0.48,0.7364,up,16,1.0695,0.2225,21.0,continuacion,continuacion,continuacion,1.0
2022-10-19,0.913,0.3451,up,44,0.9421,0.2427,2.0,continuacion,continuacion,continuacion,4.0
2022-10-21,0.8437,0.9418,up,15,0.9423,0.3902,3.0,continuacion,continuacion,continuacion,5.0
2022-10-26,0.656,0.472,up,18,0.9438,0.3864,13.0,continuacion,continuacion,continuacion,7.0
2022-10-27,0.8411,0.3839,down,18,0.8313,0.931,24.0,neutro,neutro,continuacion,136.0
2022-10-31,0.5973,0.2769,down,15,0.8879,0.205,4.0,continuacion,continuacion,continuacion,1.0
2022-11-01,0.7582,0.153,down,28,1.0743,0.2861,50.0,continuacion,continuacion,continuacion,48.0
2022-11-03,0.6148,0.7273,up,15,1.2067,0.323,7.0,continuacion,continuacion,continuacion,10.0
2022-11-04,0.6232,0.4791,down,22,1.1082,0.3469,8.0,continuacion,continuacion,continuacion,6.0
2022-11-09,0.4389,0.9744,up,15,0.958,0.2095,2.0,falla,falla,falla,10.0
2022-11-10,1.128,0.3461,up,21,1.0059,0.6427,39.0,neutro,continuacion,continuacion,61.0
2022-11-11,0.658,0.7303,up,15,1.0228,0.4028,9.0,continuacion,continuacion,continuacion,12.0
2022-11-15,0.5007,0.1376,down,15,0.9034,0.3359,11.0,continuacion,continuacion,continuacion,54.0
2022-11-16,0.3663,0.1619,down,16,0.9305,0.3729,12.0,continuacion,continuacion,continuacion,17.0
2022-11-17,0.6127,0.9884,up,15,0.9735,0.5028,63.0,neutro,continuacion,continuacion,67.0
2022-11-22,0.8661,0.0947,up,77,0.7983,0.2266,17.0,continuacion,continuacion,continuacion,6.0
2022-11-23,0.4691,0.7681,up,15,1.4393,0.4248,15.0,continuacion,continuacion,continuacion,6.0
2022-12-01,0.577,0.9409,up,15,1.0919,0.268,14.0,continuacion,continuacion,continuacion,1.0
2022-12-05,0.5381,0.7181,down,30,1.5581,0.2754,3.0,continuacion,continuacion,continuacion,18.0
2022-12-07,0.9356,0.3666,down,17,0.874,0.2504,6.0,continuacion,continuacion,continuacion,7.0
2022-12-09,0.8027,0.9779,up,15,0.9978,0.2713,49.0,continuacion,continuacion,continuacion,22.0
2022-12-14,0.6044,0.7065,up,24,0.9492,0.3378,38.0,continuacion,continuacion,continuacion,31.0
2022-12-16,0.4574,0.6582,up,15,0.9326,0.303,11.0,falla,falla,falla,10.0
2022-12-19,0.6581,0.3691,down,17,1.0092,0.492,33.0,continuacion,continuacion,continuacion,40.0
2022-12-21,0.5269,0.7882,up,16,0.9158,0.3094,9.0,continuacion,continuacion,continuacion,13.0
2022-12-27,1.0605,0.1393,down,15,1.0347,0.3072,5.0,continuacion,continuacion,continuacion,12.0
2022-12-30,0.5742,0.6225,down,18,1.0111,0.2624,2.0,falla,falla,falla,57.0
2023-01-04,0.7774,0.1015,down,16,1.0157,0.3251,15.0,continuacion,continuacion,continuacion,3.0
2023-01-10,0.973,0.5116,up,42,0.9795,0.3232,7.0,falla,falla,falla,25.0
2023-01-11,0.5862,0.9182,up,18,0.9146,0.2767,45.0,neutro,continuacion,continuacion,94.0
2023-01-12,1.4337,0.0,down,15,0.9285,0.2842,6.0,continuacion,continuacion,continuacion,2.0
2023-01-17,0.6045,0.4254,up,24,0.8481,0.5618,46.0,neutro,neutro,neutro,
2023-01-18,0.4671,0.3182,up,30,1.019,0.2751,10.0,falla,falla,falla,27.0
2023-01-19,0.5298,0.0075,down,15,0.9646,0.33,10.0,continuacion,continuacion,continuacion,51.0
2023-01-20,0.5441,0.9273,up,21,0.9335,0.2453,4.0,continuacion,continuacion,continuacion,10.0
2023-01-24,0.5163,0.8379,up,16,1.1341,0.4162,11.0,falla,falla,falla,9.0
2023-01-25,0.5661,0.4184,down,23,0.9185,0.365,13.0,continuacion,continuacion,continuacion,9.0
2023-01-26,0.602,0.1428,down,19,1.0391,0.3297,4.0,continuacion,continuacion,continuacion,3.0
2023-01-27,0.5342,0.8461,up,15,0.9039,0.348,15.0,continuacion,continuacion,continuacion,2.0
2023-01-30,0.4242,0.5565,up,16,1.0678,0.2759,23.0,falla,falla,falla,14.0
2023-02-03,1.0873,0.9212,up,16,1.0623,0.5003,14.0,continuacion,continuacion,continuacion,14.0
2023-02-06,0.511,0.509,up,15,1.0715,0.2001,26.0,falla,falla,falla,9.0
2023-02-08,0.5396,0.873,down,22,0.8123,0.2306,16.0,continuacion,continuacion,continuacion,22.0
2023-02-10,0.6594,0.2339,down,30,1.1286,0.2308,4.0,falla,falla,falla,7.0
2023-02-13,0.6238,0.7916,up,16,0.956,0.3542,20.0,continuacion,continuacion,continuacion,43.0
2023-02-14,0.9608,0.9097,up,15,1.0269,1.29,51.0,neutro,neutro,neutro,
2023-02-16,0.5568,0.7215,up,17,0.9372,0.2714,27.0,continuacion,continuacion,continuacion,6.0
2023-02-17,0.6169,0.0384,down,15,0.8941,0.3999,16.0,neutro,continuacion,continuacion,80.0
2023-02-21,0.5551,0.8914,down,28,1.0125,0.3033,26.0,continuacion,continuacion,continuacion,3.0
2023-02-23,0.5027,0.3018,down,36,0.9025,0.2562,9.0,continuacion,continuacion,continuacion,16.0
2023-02-24,0.525,0.0654,down,15,1.0536,0.209,3.0,continuacion,continuacion,continuacion,19.0
2023-02-27,0.2787,0.2192,down,15,0.9678,0.258,59.0,continuacion,continuacion,continuacion,48.0
2023-02-28,0.4646,0.8016,up,15,1.1102,0.2107,25.0,neutro,neutro,continuacion,131.0
2023-03-02,0.3156,0.6495,up,15,1.1084,0.2389,11.0,continuacion,continuacion,continuacion,5.0
2023-03-03,0.2815,0.9386,up,15,1.362,0.4326,18.0,continuacion,continuacion,continuacion,12.0
2023-03-08,0.483,0.0133,down,15,1.041,0.3885,18.0,falla,falla,falla,30.0
2023-03-09,0.5034,0.7867,up,15,0.9868,0.4979,32.0,neutro,neutro,falla,151.0
2023-03-10,1.0936,0.0319,down,15,0.9901,0.2518,4.0,neutro,falla,falla,81.0
2023-03-14,0.1719,0.1765,up,22,0.8824,0.2493,70.0,falla,falla,falla,23.0
2023-03-17,0.6768,0.0296,down,15,1.0886,0.2824,45.0,continuacion,continuacion,continuacion,13.0
2023-03-20,0.333,0.3861,up,18,1.0563,0.5652,65.0,falla,falla,falla,19.0
2023-03-22,0.177,0.3267,down,17,1.0058,0.2121,29.0,falla,falla,falla,22.0
2023-03-23,0.3181,0.9284,up,15,1.0511,0.5213,60.0,neutro,falla,falla,87.0
2023-03-24,0.4611,0.0563,down,16,1.0349,0.4085,59.0,falla,falla,falla,16.0
2023-04-11,0.4646,0.2048,down,23,1.7838,0.2367,31.0,continuacion,continuacion,continuacion,20.0
2023-04-12,0.7407,0.0769,down,15,0.8377,0.3797,10.0,continuacion,continuacion,continuacion,60.0
2023-04-14,0.6273,0.9493,up,15,0.933,0.263,15.0,continuacion,continuacion,continuacion,4.0
2023-04-17,0.4662,0.4463,down,17,0.9248,0.2515,71.0,continuacion,continuacion,continuacion,32.0
2023-04-19,0.4495,0.6263,up,69,0.7081,0.233,44.0,continuacion,continuacion,continuacion,19.0
2023-04-20,0.5039,0.9748,up,15,0.9879,0.3409,78.0,neutro,continuacion,continuacion,90.0
2023-04-21,0.2698,0.6345,down,20,1.1476,0.4277,25.0,falla,falla,falla,11.0
2023-04-25,0.2805,0.9194,down,16,1.0785,0.3757,94.0,continuacion,continuacion,continuacion,20.0
2023-04-28,0.5427,0.1912,up,39,0.9011,0.3648,28.0,neutro,neutro,continuacion,205.0
2023-05-04,0.3862,0.0648,down,15,0.9266,0.2532,50.0,falla,falla,falla,34.0
2023-05-16,0.5123,0.9521,up,15,1.0397,0.2197,92.0,continuacion,continuacion,continuacion,12.0
2023-05-17,0.1985,0.4163,down,16,1.0275,0.2772,26.0,falla,falla,falla,48.0
2023-05-19,0.2879,0.587,down,19,0.9551,0.2043,23.0,continuacion,continuacion,continuacion,60.0
2023-05-24,0.402,0.6474,down,34,0.8258,0.3899,80.0,neutro,neutro,falla,236.0
2023-05-30,0.58,0.559,down,22,1.0231,0.5169,28.0,neutro,neutro,continuacion,140.0
2023-06-02,0.5852,0.7391,down,17,1.2155,0.4922,26.0,neutro,neutro,neutro,
2023-06-05,0.6066,0.8655,up,76,0.7912,0.2497,76.0,continuacion,continuacion,continuacion,13.0
2023-06-06,0.38,0.478,up,19,0.863,0.3218,95.0,continuacion,continuacion,continuacion,32.0
2023-06-08,0.4732,0.7941,up,35,0.8854,0.2137,33.0,continuacion,continuacion,continuacion,4.0
2023-06-09,0.488,0.885,up,15,0.8943,0.3933,55.0,falla,falla,falla,48.0
2023-06-13,0.4361,0.3548,down,15,0.9921,0.3283,8.0,continuacion,continuacion,continuacion,6.0
2023-06-15,0.5031,0.9345,up,15,0.8114,0.216,13.0,continuacion,continuacion,continuacion,7.0
2023-06-22,0.5774,0.9808,up,15,0.9143,0.6597,62.0,continuacion,continuacion,continuacion,53.0
2023-06-26,0.4423,0.9194,up,15,0.9,0.4021,47.0,falla,falla,falla,33.0
2023-06-29,0.4045,0.0673,down,15,0.927,0.3082,32.0,continuacion,continuacion,continuacion,29.0
2023-06-30,0.4112,0.9728,up,15,0.9364,0.4879,110.0,neutro,neutro,neutro,
2023-07-05,0.5862,0.9815,up,15,1.0516,0.3207,67.0,neutro,neutro,neutro,
2023-07-06,0.4162,0.4274,down,24,0.8045,0.249,20.0,neutro,neutro,falla,140.0
2023-07-07,0.3493,0.6961,up,16,0.9657,0.2287,29.0,falla,falla,falla,19.0
2023-07-10,0.3997,0.219,down,16,0.8043,0.4486,21.0,neutro,continuacion,continuacion,115.0
2023-07-11,0.5502,0.2193,down,19,1.0029,0.2544,28.0,neutro,falla,falla,102.0
2023-07-12,0.2526,0.5325,up,18,0.9086,0.3866,69.0,falla,falla,falla,42.0
2023-07-14,0.5216,0.5551,up,21,0.9279,0.3355,43.0,neutro,neutro,falla,231.0
2023-07-21,0.4283,0.4068,down,18,0.9649,0.4679,28.0,continuacion,continuacion,continuacion,11.0
2023-07-24,0.3132,0.7125,down,16,1.1638,0.5526,30.0,neutro,neutro,neutro,
2023-07-25,0.2947,0.7561,up,15,0.9067,0.2246,21.0,neutro,continuacion,continuacion,91.0
2023-07-26,0.4705,0.4856,down,84,0.6968,0.3294,37.0,neutro,neutro,falla,188.0
2023-07-28,0.5053,0.7345,up,18,0.867,0.2091,31.0,continuacion,continuacion,continuacion,15.0
2023-08-01,0.2411,0.7065,up,15,0.8906,0.2065,73.0,neutro,neutro,continuacion,123.0
2023-08-03,0.4035,0.7533,up,17,0.9112,0.348,20.0,neutro,continuacion,continuacion,71.0
2023-08-04,0.5619,0.0754,down,21,1.0378,0.661,41.0,neutro,falla,falla,113.0
2023-08-07,0.5529,0.0247,down,15,0.9411,0.2012,87.0,continuacion,continuacion,continuacion,6.0
2023-08-10,0.5404,0.6002,up,16,0.9696,0.5477,52.0,falla,falla,falla,42.0
2023-08-16,0.3831,0.7648,up,17,0.8631,0.2322,37.0,neutro,falla,falla,86.0
2023-08-17,0.4525,0.0555,down,15,1.0372,0.2178,11.0,continuacion,continuacion,continuacion,10.0
2023-08-18,0.3524,0.8241,up,18,0.9236,0.2554,81.0,continuacion,continuacion,continuacion,6.0
2023-08-21,0.5593,0.811,up,26,0.8737,0.2876,18.0,falla,falla,falla,56.0
2023-08-22,0.4965,0.3539,down,24,0.9407,0.3178,52.0,neutro,continuacion,continuacion,83.0
2023-08-25,0.3702,0.8366,up,17,0.9169,0.3028,17.0,falla,falla,falla,4.0
2023-08-28,0.6102,0.3368,down,21,0.9987,0.2077,3.0,continuacion,continuacion,continuacion,59.0
2023-08-30,0.3956,0.3919,up,24,0.797,0.3916,25.0,falla,falla,falla,7.0
2023-08-31,0.414,0.6596,up,15,1.0875,0.3409,67.0,neutro,neutro,neutro,
2023-09-01,0.7489,0.1664,down,15,1.008,0.2273,8.0,neutro,continuacion,continuacion,63.0
2023-09-07,0.5472,0.8465,up,70,0.79,0.2667,13.0,neutro,neutro,continuacion,180.0
2023-09-08,0.5757,0.9482,up,16,0.8575,0.2112,46.0,neutro,neutro,falla,267.0
2023-09-11,0.4672,0.0291,down,15,0.999,0.235,40.0,neutro,neutro,falla,186.0
2023-09-13,0.4429,0.8783,down,35,0.9225,0.2388,18.0,falla,falla,falla,17.0
2023-09-14,0.357,0.4847,down,20,0.9514,0.2882,9.0,continuacion,continuacion,continuacion,20.0
2023-09-15,0.6715,0.1351,down,16,0.96,0.2009,14.0,continuacion,continuacion,continuacion,9.0
2023-09-19,0.3231,0.5634,down,20,0.9259,0.3256,35.0,continuacion,continuacion,continuacion,13.0
2023-09-21,0.3054,0.1726,down,15,0.9854,0.3662,21.0,neutro,neutro,continuacion,294.0
2023-09-26,0.2943,0.5901,down,19,0.9429,0.5218,56.0,neutro,continuacion,continuacion,80.0
2023-09-28,0.357,0.1903,up,21,0.9423,0.4246,27.0,continuacion,continuacion,continuacion,29.0
2023-09-29,0.2494,0.4444,up,18,0.9876,0.3071,25.0,falla,falla,falla,11.0
2023-10-02,0.7575,0.9664,up,30,0.7975,0.2135,6.0,neutro,continuacion,continuacion,69.0
2023-10-03,0.3405,0.6888,up,19,0.8961,0.3252,11.0,falla,falla,falla,2.0
2023-10-05,0.4718,0.2247,down,16,0.8694,0.2455,10.0,continuacion,continuacion,continuacion,4.0
2023-10-11,0.4161,0.2463,down,21,0.9153,0.2028,116.0,continuacion,continuacion,continuacion,25.0
2023-10-13,0.4142,0.3926,down,30,1.0999,0.2489,34.0,continuacion,continuacion,continuacion,6.0
2023-10-16,0.5921,0.3313,up,42,0.7656,0.4259,94.0,neutro,neutro,continuacion,206.0
2023-10-17,0.2496,0.1427,down,15,1.02,0.3505,16.0,falla,falla,falla,8.0
2023-10-18,0.4922,0.139,down,15,1.0242,0.2027,76.0,neutro,continuacion,continuacion,98.0
2023-10-19,0.5867,0.1366,down,58,0.9226,0.3659,61.0,falla,falla,falla,33.0
2023-10-23,0.7949,0.0788,up,25,0.9189,0.2091,21.0,continuacion,continuacion,continuacion,2.0
2023-10-25,0.8281,0.0307,down,15,0.9469,0.2006,45.0,neutro,continuacion,continuacion,72.0
2023-10-26,0.6298,0.5071,down,18,1.0437,0.2185,4.0,continuacion,continuacion,continuacion,1.0
2023-10-27,0.3237,0.8483,up,15,0.9422,0.3998,108.0,neutro,falla,falla,77.0
2023-10-30,0.7119,0.9798,up,15,0.9519,0.2718,14.0,falla,falla,falla,29.0
2023-11-07,0.4119,0.6513,up,25,0.819,0.2108,11.0,continuacion,continuacion,continuacion,19.0
2023-11-14,0.4022,0.9669,up,15,0.7379,0.2028,22.0,continuacion,continuacion,continuacion,22.0
2023-11-16,0.19,0.9315,up,15,1.181,0.3195,32.0,falla,falla,falla,24.0
2023-11-22,0.6375,0.6988,down,23,1.2697,0.2151,4.0,continuacion,continuacion,continuacion,4.0
2023-11-30,0.5668,0.2453,down,15,0.9341,0.2547,27.0,continuacion,continuacion,continuacion,26.0
2023-12-01,0.3834,0.9325,up,15,1.0918,0.2914,96.0,continuacion,continuacion,continuacion,22.0
