date,or_duration_min,or_size_pct,or_close_position,breakout_dir,breakout_minute,breakout_strength,vol_ratio,mfe_pre_retest_pct,mins_to_retest,retest_speed,retest_depth_pct,outcome,mfe_post_pct,continuation_ratio,mins_to_continuation,mae_falla_pct,mins_to_falla
2017-02-23,55,0.537,0.0143,down,55,-0.0287,0.7319,0.377,112.0,0.003366,-5.7307,neutro,,,,,
2017-02-23,60,0.5757,0.1203,down,75,0.0134,0.9358,0.3387,62.0,0.005462,-8.0214,neutro,,,,,
2017-02-23,65,0.5757,0.2139,down,75,0.0134,0.9486,0.3387,62.0,0.005462,-8.0214,neutro,,,,,
2017-02-23,70,0.5757,0.1163,down,75,0.0134,0.9698,0.3387,62.0,0.005462,-8.0214,neutro,,,,,
2017-02-23,75,0.5757,0.0388,down,75,0.0134,0.978,0.3387,62.0,0.005462,-8.0214,neutro,,,,,
2017-02-23,80,0.6145,0.1115,down,82,0.0125,0.8458,0.3003,41.0,0.007324,-5.0125,neutro,,,,,
2017-02-23,85,0.6687,0.0115,down,85,0.0,1.3212,0.2465,36.0,0.006848,-5.7604,neutro,,,,,
2017-02-24,5,0.085,0.2818,up,5,0.2818,0.7223,0.2556,32.0,0.007989,-46.3636,neutro,,,,,
2017-02-24,10,0.1708,0.6833,up,11,0.086,0.7055,0.2083,114.0,0.001828,-18.0995,neutro,,,,,
2017-02-28,80,0.2459,0.3125,down,157,0.0375,1.2306,0.3535,112.0,0.003157,-18.75,neutro,,,,,
2017-02-28,85,0.2459,0.4375,down,157,0.0375,1.2733,0.3535,112.0,0.003157,-18.75,neutro,,,,,
2017-02-28,90,0.2459,0.4375,down,157,0.0375,1.3083,0.3535,112.0,0.003157,-18.75,neutro,,,,,
2017-02-28,95,0.2459,0.375,down,157,0.0375,1.3316,0.3535,112.0,0.003157,-18.75,neutro,,,,,
2017-02-28,100,0.2459,0.3125,down,157,0.0375,1.3695,0.3535,112.0,0.003157,-18.75,neutro,,,,,
2017-02-28,105,0.2459,0.4375,down,157,0.0375,1.3805,0.3535,112.0,0.003157,-18.75,neutro,,,,,
2017-02-28,110,0.2459,0.4687,down,157,0.0375,1.4004,0.3535,112.0,0.003157,-18.75,neutro,,,,,
2017-02-28,115,0.2459,0.6562,down,157,0.0375,1.4314,0.3535,112.0,0.003157,-18.75,neutro,,,,,
2017-02-28,120,0.2459,0.5938,down,157,0.0375,1.4632,0.3535,112.0,0.003157,-18.75,neutro,,,,,
2017-03-02,45,0.2425,0.0943,down,51,0.0314,0.957,0.2136,98.0,0.002179,-18.8679,continuacion,0.2136,1.0,25.0,,
2017-03-02,50,0.2425,0.2516,down,51,0.0314,0.9969,0.2136,98.0,0.002179,-18.8679,continuacion,0.2136,1.0,25.0,,
2017-03-02,55,0.2502,0.0915,down,68,0.0,0.5462,0.2059,81.0,0.002543,-15.2439,continuacion,0.2059,1.0,25.0,,
2017-03-02,60,0.2502,0.2439,down,68,0.0,0.5793,0.2059,81.0,0.002543,-15.2439,continuacion,0.2059,1.0,25.0,,
2017-03-02,65,0.2502,0.0915,down,68,0.0,0.5943,0.2059,81.0,0.002543,-15.2439,continuacion,0.2059,1.0,25.0,,
2017-03-07,5,0.1403,1.0,up,5,0.0,0.906,0.3445,111.0,0.003104,-27.3224,falla,,,,0.1455,37.0
2017-03-07,15,0.2455,0.1562,up,49,0.1562,0.6271,0.3215,67.0,0.004798,-6.25,neutro,,,,,
2017-03-07,20,0.2455,0.4375,up,49,0.1562,0.6598,0.3215,67.0,0.004798,-6.25,neutro,,,,,
2017-03-07,25,0.2455,0.5625,up,49,0.1562,0.6937,0.3215,67.0,0.004798,-6.25,neutro,,,,,
2017-03-07,30,0.2455,0.6562,up,49,0.1562,0.729,0.3215,67.0,0.004798,-6.25,neutro,,,,,
2017-03-07,35,0.2455,0.875,up,49,0.1562,0.783,0.3215,67.0,0.004798,-6.25,neutro,,,,,
2017-03-07,40,0.2455,0.8125,up,49,0.1562,0.8319,0.3215,67.0,0.004798,-6.25,neutro,,,,,
2017-03-07,45,0.2455,0.625,up,49,0.1562,0.879,0.3215,67.0,0.004798,-6.25,neutro,,,,,
2017-03-07,50,0.2839,1.0,up,50,0.027,0.5074,0.2831,62.0,0.004566,-10.8108,neutro,,,,,
2017-03-08,15,0.23,1.0,up,15,0.3,1.1491,0.2906,119.0,0.002442,-3.3333,neutro,,,,,
2017-03-09,5,0.2285,0.2685,up,15,0.0403,0.9197,0.2234,38.0,0.005878,-17.4497,neutro,,,,,
2017-03-09,10,0.2285,0.6376,up,15,0.0403,0.9894,0.2234,38.0,0.005878,-17.4497,neutro,,,,,
2017-03-09,15,0.2285,0.8054,up,15,0.0403,1.0238,0.2234,38.0,0.005878,-17.4497,neutro,,,,,
2017-03-09,40,0.4523,0.9153,down,274,0.0508,0.8927,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,45,0.4523,0.7966,down,274,0.0508,0.9332,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,50,0.4523,0.7797,down,274,0.0508,0.9801,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,55,0.4523,0.6441,down,274,0.0508,1.0159,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,60,0.4523,0.6441,down,274,0.0508,1.06,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,65,0.4523,0.6271,down,274,0.0508,1.1008,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,70,0.4523,0.4915,down,274,0.0508,1.1241,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,75,0.4523,0.5424,down,274,0.0508,1.1561,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,80,0.4523,0.5763,down,274,0.0508,1.1831,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,85,0.4523,0.5932,down,274,0.0508,1.2204,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,90,0.4523,0.7288,down,274,0.0508,1.2691,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,95,0.4523,0.7119,down,274,0.0508,1.3117,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,100,0.4523,0.7119,down,274,0.0508,1.3452,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,105,0.4523,0.7203,down,274,0.0508,1.3827,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
2017-03-09,110,0.4523,0.7458,down,274,0.0508,1.4135,0.2223,24.0,0.009264,-6.7797,neutro,,,,,
