date,or_duration_min,or_size_pct,or_close_position,breakout_dir,breakout_minute,breakout_strength,vol_ratio,mfe_pre_retest_pct,mins_to_retest,retest_speed,retest_depth_pct,outcome,mfe_post_pct,continuation_ratio,mins_to_continuation,mae_falla_pct,mins_to_falla
2019-04-12,65,0.2215,0.6326,down,73,0.0706,1.3157,0.2528,48.0,0.005267,-21.6545,neutro,,,,,
2019-04-12,70,0.2215,0.2944,down,73,0.0706,1.3114,0.2528,48.0,0.005267,-21.6545,neutro,,,,,
2019-04-12,75,0.2696,0.06,down,75,0.08,1.4389,0.2049,37.0,0.005539,-18.0,neutro,,,,,
2019-04-15,50,0.4107,0.0802,down,52,-0.0788,0.8944,0.3719,50.0,0.007437,-11.6951,neutro,,,,,
2019-04-15,55,0.4216,0.0909,down,55,-0.0141,0.6483,0.3611,47.0,0.007683,-8.8348,neutro,,,,,
2019-04-15,60,0.579,0.0103,down,60,0.0364,1.5646,0.2049,21.0,0.009757,-7.3763,neutro,,,,,
2019-04-16,45,0.3119,0.9139,down,362,0.0516,1.0034,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,50,0.3119,0.8606,down,362,0.0516,1.0206,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,55,0.3119,0.7418,down,362,0.0516,1.0345,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,60,0.3119,0.7573,down,362,0.0516,1.0562,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,65,0.3119,0.5353,down,362,0.0516,1.0482,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,70,0.3119,0.5508,down,362,0.0516,1.0671,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,75,0.3119,0.2582,down,362,0.0516,1.0818,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,80,0.3119,0.2599,down,362,0.0516,1.0842,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,85,0.3119,0.4819,down,362,0.0516,1.0964,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,90,0.3119,0.3804,down,362,0.0516,1.1133,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,95,0.3119,0.3614,down,362,0.0516,1.1238,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,100,0.3119,0.568,down,362,0.0516,1.1473,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,105,0.3119,0.7935,down,362,0.0516,1.174,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,110,0.3119,0.6558,down,362,0.0516,1.185,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,115,0.3119,0.6041,down,362,0.0516,1.1961,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-16,120,0.3119,0.4148,down,362,0.0516,1.2122,0.2093,8.0,0.026166,-8.4337,neutro,,,,,
2019-04-17,5,0.1652,0.3548,down,5,-0.1903,1.1564,0.5229,67.0,0.007805,-22.5806,continuacion,0.5384,1.0296,53.0,,
2019-04-17,10,0.2032,0.1837,down,10,0.1286,1.0359,0.4853,55.0,0.008823,-20.7349,continuacion,0.5007,1.0319,60.0,,
2019-04-17,15,0.2941,0.3085,down,24,-0.02,0.7934,0.395,32.0,0.012343,-12.5227,neutro,,,,,
2019-04-17,20,0.2941,0.3285,down,24,-0.02,0.8402,0.395,32.0,0.012343,-12.5227,neutro,,,,,
2019-04-17,25,0.315,0.0847,down,25,-0.1186,0.9997,0.3742,30.0,0.012474,-11.8644,neutro,,,,,
2019-04-17,30,0.4705,0.0568,down,30,0.2727,1.279,0.2198,11.0,0.019978,-9.0909,neutro,,,,,
2019-04-18,5,0.2567,0.4792,down,9,-0.1458,1.1361,0.401,90.0,0.004456,-6.0417,neutro,,,,,
2019-04-18,10,0.2615,0.1616,down,23,0.1227,1.2334,0.2626,19.0,0.013819,-18.4049,continuacion,0.2733,1.0407,9.0,,
2019-04-18,15,0.2615,0.2638,down,23,0.1227,1.2414,0.2626,19.0,0.013819,-18.4049,continuacion,0.2733,1.0407,9.0,,
2019-04-18,20,0.2615,0.2863,down,23,0.1227,1.2435,0.2626,19.0,0.013819,-18.4049,continuacion,0.2733,1.0407,9.0,,
2019-04-18,25,0.3103,0.1034,down,26,0.0672,0.7007,0.214,12.0,0.017833,-15.3448,continuacion,0.2247,1.05,13.0,,
2019-04-18,30,0.4231,0.038,down,31,0.0241,0.9518,0.2357,45.0,0.005237,-6.2025,neutro,,,,,
2019-04-22,20,0.2848,0.9435,up,23,0.0358,0.9504,0.2086,18.0,0.01159,-12.9944,continuacion,0.214,1.0256,23.0,,
2019-04-23,20,0.463,0.8266,up,23,0.0218,0.897,0.2328,55.0,0.004233,-10.2181,continuacion,0.2646,1.1364,32.0,,
2019-04-23,25,0.4896,0.9131,up,26,0.0315,0.7959,0.2063,51.0,0.004045,-9.6634,continuacion,0.2381,1.1538,33.0,,
2019-04-24,5,0.1687,0.2181,down,5,-0.2804,1.0666,0.2207,21.0,0.01051,-18.3801,neutro,,,,,
2019-04-24,10,0.1892,0.6083,down,12,-0.0556,0.8165,0.2003,13.0,0.015404,-16.6667,neutro,,,,,
2019-04-25,5,0.2412,0.0413,down,5,0.4152,0.9675,0.6821,110.0,0.006201,-8.6957,neutro,,,,,
2019-04-25,10,0.4312,0.2923,down,42,0.1571,1.0909,0.4938,33.0,0.014962,-8.4044,neutro,,,,,
2019-04-25,15,0.4312,0.341,down,42,0.1571,1.1798,0.4938,33.0,0.014962,-8.4044,neutro,,,,,
2019-04-25,20,0.4312,0.609,down,42,0.1571,1.2459,0.4938,33.0,0.014962,-8.4044,neutro,,,,,
2019-04-25,25,0.4312,0.7686,down,42,0.1571,1.277,0.4938,33.0,0.014962,-8.4044,neutro,,,,,
2019-04-25,30,0.4312,0.6346,down,42,0.1571,1.313,0.4938,33.0,0.014962,-8.4044,neutro,,,,,
2019-04-25,35,0.4312,0.866,down,42,0.1571,1.3176,0.4938,33.0,0.014962,-8.4044,neutro,,,,,
2019-04-25,40,0.4312,0.2801,down,42,0.1571,1.3206,0.4938,33.0,0.014962,-8.4044,neutro,,,,,
2019-04-26,5,0.3054,0.2055,down,7,0.399,0.9145,0.5543,44.0,0.012597,-15.544,neutro,,,,,
2019-04-26,10,0.5498,0.1154,down,13,0.0385,0.9497,0.3119,22.0,0.014178,1.0577,neutro,,,,,
2019-04-26,15,0.6349,0.2092,down,17,-0.0258,0.8482,0.2275,16.0,0.01422,-2.4167,neutro,,,,,
2019-04-26,20,0.6403,0.2901,down,25,0.0488,0.9297,0.2222,8.0,0.02778,-1.5702,neutro,,,,,
2019-04-26,25,0.6403,0.0008,down,25,0.0488,0.975,0.2222,8.0,0.02778,-1.5702,neutro,,,,,
2019-04-30,10,0.3913,0.4459,down,57,0.0149,0.9448,0.4765,83.0,0.005741,-10.8108,neutro,,,,,
2019-04-30,15,0.3913,0.8095,down,57,0.0149,0.9818,0.4765,83.0,0.005741,-10.8108,neutro,,,,,
2019-04-30,20,0.3913,0.6622,down,57,0.0149,1.0105,0.4765,83.0,0.005741,-10.8108,neutro,,,,,
2019-04-30,25,0.3913,0.5676,down,57,0.0149,1.0472,0.4765,83.0,0.005741,-10.8108,neutro,,,,,
2019-04-30,30,0.3913,0.5527,down,57,0.0149,1.0808,0.4765,83.0,0.005741,-10.8108,neutro,,,,,
2019-04-30,35,0.3913,0.6216,down,57,0.0149,1.0901,0.4765,83.0,0.005741,-10.8108,neutro,,,,,
2019-04-30,40,0.3913,0.7432,down,57,0.0149,1.0938,0.4765,83.0,0.005741,-10.8108,neutro,,,,,
2019-04-30,45,0.3913,0.6608,down,57,0.0149,1.1187,0.4765,83.0,0.005741,-10.8108,neutro,,,,,
2019-04-30,50,0.3913,0.5257,down,57,0.0149,1.1238,0.4765,83.0,0.005741,-10.8108,neutro,,,,,
2019-04-30,55,0.3913,0.2703,down,57,0.0149,1.1387,0.4765,83.0,0.005741,-10.8108,neutro,,,,,
2019-04-30,60,0.4078,0.1038,down,66,0.0765,0.9426,0.4602,72.0,0.006391,-11.5435,neutro,,,,,
2019-04-30,65,0.4078,0.1427,down,66,0.0765,0.9567,0.4602,72.0,0.006391,-11.5435,neutro,,,,,
2019-04-30,70,0.445,0.0488,down,87,-0.0131,0.6569,0.4233,50.0,0.008466,-3.4483,neutro,,,,,
2019-04-30,75,0.445,0.0844,down,87,-0.0131,0.6649,0.4233,50.0,0.008466,-3.4483,neutro,,,,,
2019-04-30,80,0.445,0.1665,down,87,-0.0131,0.6749,0.4233,50.0,0.008466,-3.4483,neutro,,,,,
2019-04-30,85,0.445,0.0725,down,87,-0.0131,0.6894,0.4233,50.0,0.008466,-3.4483,neutro,,,,,
2019-04-30,90,0.4817,0.011,down,90,0.089,0.9473,0.3869,44.0,0.008794,-9.8901,neutro,,,,,
2019-05-01,40,0.3159,0.9002,up,41,0.1165,0.9008,0.2043,115.0,0.001777,-11.4809,neutro,,,,,
2019-05-02,5,0.2651,0.42,up,6,-0.058,0.9584,0.3919,77.0,0.005089,-2.0,falla,,,,0.2903,27.0
2019-05-02,10,0.324,0.9493,up,10,0.1457,0.9676,0.333,49.0,0.006796,-13.0933,falla,,,,0.3488,51.0
2019-05-02,15,0.3823,0.7226,up,24,0.0555,0.7628,0.2747,34.0,0.008079,-2.6352,falla,,,,0.4067,52.0
2019-05-02,20,0.3823,0.9168,up,24,0.0555,0.819,0.2747,34.0,0.008079,-2.6352,falla,,,,0.4067,52.0
2019-05-02,25,0.4035,1.0,up,26,-0.067,0.658,0.2535,31.0,0.008177,-11.6951,falla,,,,0.4278,53.0
2019-05-02,30,0.4247,0.774,up,33,0.025,0.9164,0.2323,24.0,0.00968,-6.1174,falla,,,,0.4488,53.0
2019-05-02,45,0.6581,0.975,down,110,0.0242,1.0107,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,50,0.6581,0.8541,down,110,0.0242,1.0388,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,55,0.6581,0.7744,down,110,0.0242,1.0721,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,60,0.6581,0.5882,down,110,0.0242,1.1128,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,65,0.6581,0.6849,down,110,0.0242,1.1446,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,70,0.6581,0.7905,down,110,0.0242,1.169,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,75,0.6581,0.6132,down,110,0.0242,1.1936,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,80,0.6581,0.6124,down,110,0.0242,1.2121,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,85,0.6581,0.3868,down,110,0.0242,1.2325,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,90,0.6581,0.2425,down,110,0.0242,1.2382,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,95,0.6581,0.3231,down,110,0.0242,1.2354,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,100,0.6581,0.5004,down,110,0.0242,1.2375,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,105,0.6581,0.3143,down,110,0.0242,1.2424,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,110,0.6581,0.0492,down,110,0.0242,1.2398,0.2969,12.0,0.024745,-3.9484,continuacion,0.3123,1.0518,7.0,,
2019-05-02,120,0.9578,0.0111,down,129,-0.0283,1.3581,0.6169,96.0,0.006426,-3.8312,neutro,,,,,
2019-05-03,20,0.2535,0.75,up,20,-0.0812,0.9891,0.2218,17.0,0.013048,-18.75,continuacion,0.2376,1.0713,27.0,,
2019-05-03,25,0.2646,0.98,up,25,0.1996,1.0358,0.2107,11.0,0.019157,-17.7645,continuacion,0.2265,1.075,28.0,,
2019-05-03,35,0.4759,0.8335,up,64,0.0111,0.6158,0.3096,55.0,0.00563,-9.8779,neutro,,,,,
2019-05-03,40,0.4759,0.7003,up,64,0.0111,0.6225,0.3096,55.0,0.00563,-9.8779,neutro,,,,,
2019-05-03,45,0.4759,0.6004,up,64,0.0111,0.6222,0.3096,55.0,0.00563,-9.8779,neutro,,,,,
2019-05-03,50,0.4759,0.6004,up,64,0.0111,0.6286,0.3096,55.0,0.00563,-9.8779,neutro,,,,,
2019-05-03,55,0.4759,0.6115,up,64,0.0111,0.6436,0.3096,55.0,0.00563,-9.8779,neutro,,,,,
2019-05-03,60,0.4759,0.8335,up,64,0.0111,0.6572,0.3096,55.0,0.00563,-9.8779,neutro,,,,,
2019-05-03,65,0.4918,0.9785,up,65,-0.0333,0.9114,0.2938,53.0,0.005544,-7.4114,neutro,,,,,
2019-05-03,70,0.5182,0.8563,up,75,-0.0316,0.8135,0.2675,41.0,0.006524,-9.0724,neutro,,,,,
2019-05-03,75,0.5182,0.9388,up,75,-0.0316,0.825,0.2675,41.0,0.006524,-9.0724,neutro,,,,,
2019-05-03,100,0.787,0.9201,up,180,-0.0262,0.9954,0.2154,111.0,0.001941,-6.0403,neutro,,,,,
2019-05-03,105,0.787,0.8933,up,180,-0.0262,1.0026,0.2154,111.0,0.001941,-6.0403,neutro,,,,,
2019-05-03,110,0.787,0.853,up,180,-0.0262,1.0186,0.2154,111.0,0.001941,-6.0403,neutro,,,,,
2019-05-03,115,0.787,0.7859,up,180,-0.0262,1.0244,0.2154,111.0,0.001941,-6.0403,neutro,,,,,
2019-05-03,120,0.787,0.7114,up,180,-0.0262,1.027,0.2154,111.0,0.001941,-6.0403,neutro,,,,,
2019-05-06,5,0.6324,0.9907,up,5,-0.0085,0.8515,0.2873,13.0,0.022103,-5.8425,continuacion,0.3086,1.0741,9.0,,
2019-05-06,15,0.8948,0.982,up,15,0.012,0.8362,0.2972,61.0,0.004872,-5.3262,continuacion,0.4028,1.3554,5.0,,
2019-05-06,20,0.9216,0.7269,up,27,0.0174,0.7598,0.2706,47.0,0.005758,-5.1714,continuacion,0.3762,1.3902,7.0,,
2019-05-06,25,0.9216,0.9239,up,27,0.0174,0.7731,0.2706,47.0,0.005758,-5.1714,continuacion,0.3762,1.3902,7.0,,
2019-05-06,30,0.9965,0.9731,up,41,0.0,0.741,0.4348,117.0,0.003716,-4.7824,neutro,,,,,
2019-05-06,35,0.9965,0.8173,up,41,0.0,0.7487,0.4348,117.0,0.003716,-4.7824,neutro,,,,,
2019-05-06,40,0.9965,0.914,up,41,0.0,0.7584,0.4348,117.0,0.003716,-4.7824,neutro,,,,,
2019-05-06,45,1.034,0.9534,up,46,-0.0311,0.9213,0.3975,110.0,0.003614,-3.5733,neutro,,,,,
2019-05-06,50,1.0983,0.9898,up,50,0.0098,0.8398,0.2484,45.0,0.00552,-4.3881,continuacion,0.2807,1.1301,16.0,,
2019-05-06,55,1.1947,0.9014,up,81,0.0628,1.3347,0.2222,40.0,0.005556,-3.9892,continuacion,0.2381,1.0714,15.0,,
2019-05-06,60,1.1947,0.8924,up,81,0.0628,1.3354,0.2222,40.0,0.005556,-3.9892,continuacion,0.2381,1.0714,15.0,,
2019-05-06,65,1.1947,0.9009,up,81,0.0628,1.3594,0.2222,40.0,0.005556,-3.9892,continuacion,0.2381,1.0714,15.0,,
2019-05-06,70,1.1947,0.8785,up,81,0.0628,1.3707,0.2222,40.0,0.005556,-3.9892,continuacion,0.2381,1.0714,15.0,,
2019-05-06,75,1.1947,0.8113,up,81,0.0628,1.377,0.2222,40.0,0.005556,-3.9892,continuacion,0.2381,1.0714,15.0,,
2019-05-06,80,1.1947,0.9148,up,81,0.0628,1.3986,0.2222,40.0,0.005556,-3.9892,continuacion,0.2381,1.0714,15.0,,
2019-05-07,10,0.4425,0.9025,down,18,0.3851,1.2898,0.3035,7.0,0.043355,3.7304,continuacion,0.3141,1.0351,6.0,,
2019-05-07,15,0.4425,0.4826,down,18,0.3851,1.3169,0.3035,7.0,0.043355,3.7304,continuacion,0.3141,1.0351,6.0,,
2019-05-07,20,0.6192,0.087,down,21,0.1542,1.2167,0.2934,31.0,0.009463,-7.6658,continuacion,0.3408,1.1618,16.0,,
2019-05-07,35,0.8554,0.0375,down,35,-0.0244,1.0368,0.5934,85.0,0.006982,-5.0,neutro,,,,,
2019-05-07,40,0.8721,0.16,down,45,0.0116,1.1152,0.577,75.0,0.007693,-3.0043,neutro,,,,,
2019-05-07,45,0.8721,0.049,down,45,0.0116,1.1097,0.577,75.0,0.007693,-3.0043,neutro,,,,,
2019-05-07,50,0.9153,0.1876,down,68,-0.059,0.9091,0.2461,8.0,0.030759,-1.1105,continuacion,0.2461,1.0,4.0,,
2019-05-07,55,0.9153,0.2928,down,68,-0.059,0.9164,0.2461,8.0,0.030759,-1.1105,continuacion,0.2461,1.0,4.0,,
2019-05-07,60,0.9153,0.3507,down,68,-0.059,0.928,0.2461,8.0,0.030759,-1.1105,continuacion,0.2461,1.0,4.0,,
2019-05-07,65,0.9153,0.0701,down,68,-0.059,0.9288,0.2461,8.0,0.030759,-1.1105,continuacion,0.2461,1.0,4.0,,
2019-05-07,70,0.9633,0.055,down,70,-0.0161,1.0139,0.487,34.0,0.014324,-1.6667,neutro,,,,,
2019-05-07,75,1.1317,0.0099,down,75,-0.0952,0.9573,0.3211,23.0,0.013962,-2.7949,neutro,,,,,
2019-05-07,80,1.1642,0.0415,down,81,0.0507,1.0433,0.289,16.0,0.018065,-2.3031,neutro,,,,,
2019-05-07,100,1.4575,0.2694,down,219,0.0373,0.8959,0.4469,59.0,0.007575,-3.321,continuacion,0.5222,1.1685,23.0,,
2019-05-07,105,1.4575,0.31,down,219,0.0373,0.9091,0.4469,59.0,0.007575,-3.321,continuacion,0.5222,1.1685,23.0,,
2019-05-07,110,1.4575,0.2952,down,219,0.0373,0.9176,0.4469,59.0,0.007575,-3.321,continuacion,0.5222,1.1685,23.0,,
2019-05-07,115,1.4575,0.2066,down,219,0.0373,0.9174,0.4469,59.0,0.007575,-3.321,continuacion,0.5222,1.1685,23.0,,
2019-05-07,120,1.4575,0.2952,down,219,0.0373,0.9186,0.4469,59.0,0.007575,-3.321,continuacion,0.5222,1.1685,23.0,,
2019-05-08,15,0.627,0.6991,up,16,0.0095,0.7864,0.5323,107.0,0.004975,3.4483,neutro,,,,,
2019-05-08,20,0.7735,0.8036,up,89,0.2159,1.0093,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,25,0.7735,0.5737,up,89,0.2159,1.0244,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,30,0.7735,0.7477,up,89,0.2159,1.0528,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,35,0.7735,0.6087,up,89,0.2159,1.0931,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,40,0.7735,0.6995,up,89,0.2159,1.1241,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,45,0.7735,0.7897,up,89,0.2159,1.1592,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,50,0.7735,0.8316,up,89,0.2159,1.1965,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,55,0.7735,0.7617,up,89,0.2159,1.2182,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,60,0.7735,0.5597,up,89,0.2159,1.2318,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,65,0.7735,0.3704,up,89,0.2159,1.2399,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,70,0.7735,0.413,up,89,0.2159,1.2527,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,75,0.7735,0.6785,up,89,0.2159,1.2712,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,80,0.7735,0.6157,up,89,0.2159,1.2866,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,85,0.7735,0.7764,up,89,0.2159,1.3029,0.3111,2.0,0.155556,-1.3277,continuacion,0.3701,1.1897,6.0,,
2019-05-08,90,0.9465,0.9937,up,90,0.1428,1.4417,0.2142,9.0,0.023799,3.4266,neutro,,,,,
2019-05-09,15,0.4863,0.0224,down,15,0.055,0.9135,0.3547,14.0,0.025338,0.1122,continuacion,0.3924,1.1062,2.0,,
2019-05-09,20,0.579,0.1509,down,20,0.2651,1.2152,0.2627,7.0,0.037535,-4.717,continuacion,0.3004,1.1435,4.0,,
2019-05-09,25,0.844,0.013,down,31,-0.0584,1.3355,0.2793,28.0,0.009976,-5.7755,neutro,,,,,
2019-05-09,30,0.844,0.3634,down,31,-0.0584,1.3432,0.2793,28.0,0.009976,-5.7755,neutro,,,,,
2019-05-09,35,0.8821,0.0373,down,43,0.0186,1.0685,0.2416,15.0,0.016108,-2.4845,neutro,,,,,
2019-05-09,40,0.8821,0.105,down,43,0.0186,1.0561,0.2416,15.0,0.016108,-2.4845,neutro,,,,,
2019-05-09,45,0.9097,0.1325,down,52,0.0307,0.8261,0.2143,6.0,0.035714,0.6024,neutro,,,,,
2019-05-09,50,0.9097,0.15,down,52,0.0307,0.8316,0.2143,6.0,0.035714,0.6024,neutro,,,,,
2019-05-09,60,1.1264,0.1468,up,180,-0.0146,1.2291,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,65,1.1264,0.215,up,180,-0.0146,1.2419,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,70,1.1264,0.0639,up,180,-0.0146,1.2514,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,75,1.1264,0.2638,up,180,-0.0146,1.2624,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,80,1.1264,0.4193,up,180,-0.0146,1.2731,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,85,1.1264,0.3467,up,180,-0.0146,1.2801,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,90,1.1264,0.117,up,180,-0.0146,1.2843,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,95,1.1264,0.1902,up,180,-0.0146,1.2946,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,100,1.1264,0.1321,up,180,-0.0146,1.294,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,105,1.1264,0.3905,up,180,-0.0146,1.3076,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,110,1.1264,0.3954,up,180,-0.0146,1.316,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,115,1.1264,0.3023,up,180,-0.0146,1.3228,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-09,120,1.1264,0.1711,up,180,-0.0146,1.3262,0.6892,50.0,0.013784,-3.3642,neutro,,,,,
2019-05-10,45,0.891,0.0,down,45,0.1343,1.0887,0.2453,11.0,0.022298,-2.3912,continuacion,0.295,1.2027,6.0,,
2019-05-10,50,1.1391,0.1587,down,62,0.0288,0.973,0.8713,104.0,0.008378,2.8846,neutro,,,,,
2019-05-10,55,1.1391,0.0476,down,62,0.0288,0.9811,0.8713,104.0,0.008378,2.8846,neutro,,,,,
2019-05-10,60,1.1391,0.0962,down,62,0.0288,0.9825,0.8713,104.0,0.008378,2.8846,neutro,,,,,
2019-05-10,65,1.2722,0.0172,down,65,0.0478,0.9861,0.7408,100.0,0.007408,0.0,neutro,,,,,
2019-05-10,70,1.5897,0.0554,down,70,0.09,1.4251,0.3251,3.0,0.108362,-2.1107,continuacion,0.3251,1.0,20.0,,
2019-05-13,15,0.6503,0.7088,down,21,0.0598,1.348,0.2832,6.0,0.047205,-5.8924,continuacion,0.3832,1.3529,4.0,,
2019-05-13,20,0.6503,0.462,down,21,0.0598,1.2979,0.2832,6.0,0.047205,-5.8924,continuacion,0.3832,1.3529,4.0,,
2019-05-13,25,0.8463,0.0467,down,25,0.0519,1.1381,0.4056,22.0,0.018438,8.547,continuacion,0.473,1.166,59.0,,
2019-05-13,30,0.9362,0.2439,down,31,0.0351,1.2292,0.3169,7.0,0.04527,-5.2945,neutro,,,,,
2019-05-13,35,1.1333,0.0739,down,35,0.0394,1.1006,0.2455,76.0,0.003231,-1.9202,continuacion,0.2734,1.1136,16.0,,
2019-05-13,40,1.2571,0.1507,down,106,0.0444,0.9944,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,45,1.2571,0.2667,down,106,0.0444,1.0,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,50,1.2571,0.2711,down,106,0.0444,1.0047,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,55,1.2571,0.2533,down,106,0.0444,1.0094,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,60,1.2571,0.1778,down,106,0.0444,1.0022,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,65,1.2571,0.2044,down,106,0.0444,0.9917,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,70,1.2571,0.3507,down,106,0.0444,1.0067,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,75,1.2571,0.4356,down,106,0.0444,1.0198,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,80,1.2571,0.2578,down,106,0.0444,1.028,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,85,1.2571,0.2622,down,106,0.0444,1.0387,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,90,1.2571,0.2756,down,106,0.0444,1.0489,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,95,1.2571,0.0884,down,106,0.0444,1.0512,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,100,1.2571,0.1156,down,106,0.0444,1.0596,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,105,1.2571,0.1951,down,106,0.0444,1.0659,0.2464,40.0,0.00616,4.4,neutro,,,,,
2019-05-13,110,1.3822,0.0652,down,127,0.0081,1.0074,0.3183,100.0,0.003183,-3.1971,neutro,,,,,
2019-05-13,115,1.3822,0.2145,down,127,0.0081,1.0113,0.3183,100.0,0.003183,-3.1971,neutro,,,,,
2019-05-13,120,1.3822,0.1012,down,127,0.0081,1.0196,0.3183,100.0,0.003183,-3.1971,neutro,,,,,
2019-05-14,5,0.2514,0.2461,down,5,0.0665,0.9194,0.3177,22.0,0.01444,4.4346,falla,,,,0.3015,18.0
2019-05-14,10,0.3295,0.7124,up,14,0.0169,0.8037,0.2612,51.0,0.005121,-9.9831,continuacion,0.3167,1.2128,6.0,,
2019-05-14,15,0.3685,0.9092,up,15,-0.2723,1.0465,0.2222,49.0,0.004534,-4.3873,continuacion,0.2777,1.25,7.0,,
2019-05-14,25,0.6603,0.2887,up,47,0.0923,0.7812,0.2166,17.0,0.012742,-1.6088,continuacion,0.2722,1.2564,7.0,,
2019-05-14,30,0.6603,0.3395,up,47,0.0923,0.769,0.2166,17.0,0.012742,-1.6088,continuacion,0.2722,1.2564,7.0,,
